year,college,branch,category,round,closing_rank,website
2021,BIT Bangalore,MECH,2A,1,24542,https://bit-bangalore.edu.in/
2022,Global Academy of Technology,EEE,3A,1,89203,https://gat.ac.in/
2024,PESIT South,ECE,SC,3,66378,https://pes.edu/
2023,Vidya Jyothi Institute,ISE,2A,1,102452,https://vji.ac.in/
2024,Sir MVIT,EEE,1,1,39957,https://sir-mvit.ac.in/
2021,Sri Siddhartha Institute,MECH,2B,2,107400,https://ssit.edu.in/
2024,PESIT South,CSE,SC,3,59062,https://pes.edu/
2021,Adichunchanagiri Institute,EEE,2B,1,103114,https://acoe.edu.in/
2022,MS Engineering College,EEE,2B,1,107005,https://msengineering.edu.in/
2023,JSSATE Bangalore,ISE,2B,1,37168,https://jssateb.ac.in/
2022,Canara Engineering College,ISE,GM,1,60588,https://canaraengineering.in/
2021,East Point College of Engineering,ISE,1,2,62183,https://epce.edu.in/
2021,CMR University School of Engineering,ECE,ST,3,141619,https://cmr.edu.in/
2021,Oxford College of Engineering,EEE,GM,2,60893,https://oxford.edu.in/
2022,Reva University,MECH,2A,1,59283,https://reva.edu.in/
2023,AMC Engineering College,MECH,3A,1,136956,https://amc.edu.in/
2024,AMC Engineering College,ECE,3B,3,146001,https://amc.edu.in/
2023,PESIT RR,ECE,1,3,32811,https://pes.edu/
2023,MS Engineering College,EEE,1,2,99455,https://msengineering.edu.in/
2023,JSSATE Bangalore,MECH,3B,1,46164,https://jssateb.ac.in/
2023,CMR University School of Engineering,MECH,GM,1,85667,https://cmr.edu.in/
2022,SJCE Mysore,ISE,ST,2,22814,https://sjce.ac.in/
2022,RVCE,MECH,ST,2,990,https://www.rvce.edu.in
2021,Vidyavardhaka College,ISE,2A,2,73224,https://vvc.ac.in/
2024,Dayananda Sagar Academy,CSE,ST,3,149308,https://dsacademy.edu.in/
2023,Bangalore Institute of Technology North Campus,MECH,3B,2,147731,https://bit.edu.in/
2024,Sir MVIT,CSE,SC,1,48623,https://sir-mvit.ac.in/
2023,Sapthagiri College of Engineering,ISE,GM,3,59144,https://sapthagiri.edu.in/
2022,Don Bosco Institute of Technology,ISE,3B,3,124998,https://dbit.ac.in/
2023,CMRIT,CSE,2B,3,51336,https://cmrit.ac.in/
2022,Vidyavardhaka College,MECH,2A,2,82712,https://vvc.ac.in/
2022,SJCE Mysore,ECE,SC,2,22141,https://sjce.ac.in/
2024,AIT Chikmagalur,MECH,ST,3,169545,https://aitchikmagalur.edu.in/
2024,Acharya Institute of Technology,MECH,GM,3,51050,https://acharya.ac.in/
2023,CMR University School of Engineering,CSE,ST,1,121389,https://cmr.edu.in/
2023,JSS Science & Technology,MECH,3A,2,143656,https://jssstuniv.in/
2021,Presidency University,ECE,1,3,84623,https://presidencyuniversity.in/
2023,KLE Tech Hubli,ECE,2B,2,61309,https://kletech.ac.in/
2021,Sri Venkateshwara College of Engineering,MECH,2B,1,101450,https://svce.edu.in/
2021,Global Academy of Technology,ECE,3B,2,91006,https://gat.ac.in/
2022,Alliance University,MECH,SC,2,131184,https://alliance.edu.in/
2021,RNSIT,CSE,3B,3,32872,https://rnsit.ac.in/
2022,Siddaganga Institute,ISE,2B,2,20032,https://sit.ac.in/
2022,Dayananda Sagar Academy,MECH,SC,1,166045,https://dsacademy.edu.in/
2024,Sri Siddhartha Institute,CSE,2B,2,94179,https://ssit.edu.in/
2023,Dayananda Sagar Academy,MECH,3A,1,124936,https://dsacademy.edu.in/
2022,NIE Mysore,CSE,2A,1,15573,https://nie.ac.in/
2022,Vemana Institute of Technology,ECE,3B,2,111068,https://vemanait.edu.in/
2021,KLE Tech Hubli,MECH,GM,3,59345,https://kletech.ac.in/
2022,Sir MVIT,ECE,2B,2,43269,https://sir-mvit.ac.in/
2021,Global Academy of Technology,EEE,2A,2,82715,https://gat.ac.in/
2023,Global Academy of Technology,CSE,2B,3,80460,https://gat.ac.in/
2022,KSIT,ECE,SC,3,86790,https://ksit.edu.in/
2021,Siddaganga Institute,CSE,SC,3,27147,https://sit.ac.in/
2024,BNMIT,ECE,1,1,32254,https://bnmit.org/
2021,BMSIT Bangalore,ECE,3B,1,29975,https://bmsit.ac.in/
2021,MIT Manipal,ISE,2A,3,11041,https://manipal.edu/
2021,Sri Venkateshwara College of Engineering,EEE,SC,1,117949,https://svce.edu.in/
2023,Sir MVIT,CSE,3A,1,39271,https://sir-mvit.ac.in/
2021,Alliance University,EEE,1,3,87410,https://alliance.edu.in/
2024,Vidya Jyothi Institute,CSE,ST,3,147923,https://vji.ac.in/
2021,PESIT South,ECE,3A,3,51871,https://pes.edu/
2022,Bangalore Institute of Technology North Campus,ECE,SC,3,166008,https://bit.edu.in/
2023,SJCE Mysore,ISE,SC,2,19971,https://sjce.ac.in/
2022,AMC Engineering College,EEE,GM,1,104687,https://amc.edu.in/
2024,KLE Tech Hubli,EEE,2B,2,66713,https://kletech.ac.in/
2021,JSSATE Bangalore,CSE,3A,1,37908,https://jssateb.ac.in/
2022,Sir MVIT,CSE,2B,3,39648,https://sir-mvit.ac.in/
2021,BIT Bangalore,CSE,3A,1,22365,https://bit-bangalore.edu.in/
2023,CMR University School of Engineering,ECE,3B,1,101125,https://cmr.edu.in/
2021,MSRIT,EEE,SC,2,11828,https://www.msrit.edu/
2023,KLE Tech Hubli,ECE,2B,1,57880,https://kletech.ac.in/
2024,Adichunchanagiri Institute,CSE,SC,3,127602,https://acoe.edu.in/
2024,Vidya Vikas Institute,EEE,3B,3,94709,https://vvit.ac.in/
2023,Vemana Institute of Technology,ISE,GM,2,82348,https://vemanait.edu.in/
2023,Vidya Vikas Institute,CSE,ST,1,93477,https://vvit.ac.in/
2021,PESIT RR,MECH,SC,2,52091,https://pes.edu/
2021,MSRIT,CSE,2B,1,7154,https://www.msrit.edu/
2024,Vidya Jyothi Institute,ECE,2A,2,102512,https://vji.ac.in/
2022,T John Institute of Technology,ECE,3A,2,119407,https://tjohncollege.edu.in/
2024,Sri Siddhartha Institute,MECH,3B,2,115482,https://ssit.edu.in/
2021,Bangalore Institute of Technology North Campus,CSE,3A,3,126318,https://bit.edu.in/
2023,Presidency University,CSE,1,3,76740,https://presidencyuniversity.in/
2022,CMRIT,ECE,ST,3,80797,https://cmrit.ac.in/
2022,Canara Engineering College,ISE,SC,1,91590,https://canaraengineering.in/
2021,KLE Tech Hubli,EEE,SC,2,83139,https://kletech.ac.in/
2023,AMC Engineering College,ECE,1,1,101699,https://amc.edu.in/
2024,RVCE,ECE,3B,2,702,https://www.rvce.edu.in
2022,PESIT RR,ECE,ST,2,49867,https://pes.edu/
2022,MVJ College of Engineering,ECE,1,2,49507,https://mvjce.edu.in/
2024,Sri Venkateshwara College of Engineering,MECH,2A,1,91696,https://svce.edu.in/
2023,Siddaganga Institute,CSE,3B,2,21687,https://sit.ac.in/
2021,BMSIT Bangalore,EEE,SC,3,43944,https://bmsit.ac.in/
2023,JSS Science & Technology,ISE,ST,2,169949,https://jssstuniv.in/
2023,DSCE,ECE,GM,1,23363,https://www.dsce.edu.in/
2023,UVCE,ECE,GM,2,12234,https://uvce.ac.in/
2024,JSSATE Bangalore,ISE,ST,2,54598,https://jssateb.ac.in/
2024,BMSCE,MECH,2B,2,6725,https://www.bmsce.ac.in/
2024,PES University,ECE,GM,3,2887,https://pes.edu/
2021,Sapthagiri College of Engineering,MECH,3A,3,87049,https://sapthagiri.edu.in/
2021,Acharya Institute of Technology,EEE,2A,2,51234,https://acharya.ac.in/
2021,RVCE,ECE,2B,1,612,https://www.rvce.edu.in
2021,JSS Science & Technology,MECH,3B,1,150255,https://jssstuniv.in/
2021,KSSEM Bangalore,EEE,2A,2,84109,https://kssem.edu.in/
2023,RNSIT,MECH,GM,2,29712,https://rnsit.ac.in/
2021,RNSIT,EEE,ST,2,46579,https://rnsit.ac.in/
2021,Global Academy of Technology,MECH,1,2,80337,https://gat.ac.in/
2024,Don Bosco Institute of Technology,EEE,3B,2,132701,https://dbit.ac.in/
2022,T John Institute of Technology,ISE,SC,2,143563,https://tjohncollege.edu.in/
2022,Sri Siddhartha Institute,ISE,2A,2,91149,https://ssit.edu.in/
2024,NIE Mysore,MECH,SC,1,25272,https://nie.ac.in/
2023,Reva University,EEE,SC,3,81027,https://reva.edu.in/
2023,AMC Engineering College,ECE,SC,3,171842,https://amc.edu.in/
2024,PES University,ECE,SC,2,4538,https://pes.edu/
2023,T John Institute of Technology,CSE,2A,3,105092,https://tjohncollege.edu.in/
2023,Siddaganga Institute,ISE,2A,3,19948,https://sit.ac.in/
2022,Siddaganga Institute,CSE,2A,1,17313,https://sit.ac.in/
2021,Vidya Jyothi Institute,CSE,3A,2,107271,https://vji.ac.in/
2021,JSS Science & Technology,CSE,2B,3,125332,https://jssstuniv.in/
2022,CMR University School of Engineering,CSE,2A,1,77476,https://cmr.edu.in/
2021,Bangalore Institute of Technology North Campus,CSE,3A,2,124640,https://bit.edu.in/
2023,T John Institute of Technology,ISE,2A,2,109330,https://tjohncollege.edu.in/
2023,Canara Engineering College,EEE,2A,2,77466,https://canaraengineering.in/
2021,RVCE,ISE,2A,1,583,https://www.rvce.edu.in
2023,MS Engineering College,MECH,GM,1,103704,https://msengineering.edu.in/
2021,Adichunchanagiri Institute,CSE,3A,1,90052,https://acoe.edu.in/
2022,KLE Tech Hubli,CSE,3B,3,61310,https://kletech.ac.in/
2023,Acharya Institute of Technology,MECH,2A,2,55114,https://acharya.ac.in/
2023,Sir MVIT,CSE,ST,2,52485,https://sir-mvit.ac.in/
2021,BMSCE,EEE,2B,2,5954,https://www.bmsce.ac.in/
2023,MSRIT,MECH,GM,3,8853,https://www.msrit.edu/
2023,Vidya Vikas Institute,CSE,1,3,68483,https://vvit.ac.in/
2023,CMR University School of Engineering,EEE,3B,3,117068,https://cmr.edu.in/
2024,BNMIT,ISE,1,3,34336,https://bnmit.org/
2024,Sapthagiri College of Engineering,MECH,1,1,63175,https://sapthagiri.edu.in/
2022,Vemana Institute of Technology,MECH,SC,3,151984,https://vemanait.edu.in/
2021,SJCE Mysore,CSE,3B,1,15345,https://sjce.ac.in/
2024,Sri Siddhartha Institute,CSE,SC,3,121927,https://ssit.edu.in/
2024,Canara Engineering College,CSE,3A,2,68240,https://canaraengineering.in/
2022,BMSIT Bangalore,EEE,SC,1,37457,https://bmsit.ac.in/
2021,Oxford College of Engineering,ECE,ST,2,92490,https://oxford.edu.in/
2022,Dayananda Sagar Academy,MECH,2B,2,130109,https://dsacademy.edu.in/
2022,BMSIT Bangalore,EEE,3A,3,34576,https://bmsit.ac.in/
2023,Adichunchanagiri Institute,MECH,GM,2,99014,https://acoe.edu.in/
2024,Vidya Jyothi Institute,ISE,2B,2,107689,https://vji.ac.in/
2024,MS Engineering College,MECH,3A,1,113743,https://msengineering.edu.in/
2023,AIT Chikmagalur,ECE,1,1,89778,https://aitchikmagalur.edu.in/
2021,Vidyavardhaka College,CSE,2B,1,70151,https://vvc.ac.in/
2024,Oxford College of Engineering,CSE,SC,3,84062,https://oxford.edu.in/
2022,BMSCE,MECH,2B,1,5997,https://www.bmsce.ac.in/
2021,Vidyavardhaka College,ISE,ST,1,95641,https://vvc.ac.in/
2022,T John Institute of Technology,CSE,SC,2,143737,https://tjohncollege.edu.in/
2022,Oxford College of Engineering,EEE,1,2,65450,https://oxford.edu.in/
2021,Global Academy of Technology,CSE,1,3,72407,https://gat.ac.in/
2021,KLE Tech Hubli,CSE,3A,1,54107,https://kletech.ac.in/
2023,CMRIT,EEE,2A,3,55933,https://cmrit.ac.in/
2023,Sapthagiri College of Engineering,ISE,3B,1,65701,https://sapthagiri.edu.in/
2023,Canara Engineering College,ISE,ST,1,94888,https://canaraengineering.in/
2021,UVCE,EEE,3B,2,15376,https://uvce.ac.in/
2024,Global Academy of Technology,CSE,1,3,73886,https://gat.ac.in/
2022,PESIT South,MECH,1,1,45233,https://pes.edu/
2024,Sapthagiri College of Engineering,CSE,3B,2,69857,https://sapthagiri.edu.in/
2024,Acharya Institute of Technology,CSE,SC,2,62682,https://acharya.ac.in/
2021,Alliance University,MECH,SC,1,125717,https://alliance.edu.in/
2023,Alliance University,CSE,2B,3,83565,https://alliance.edu.in/
2022,Dayananda Sagar Academy,MECH,GM,1,110393,https://dsacademy.edu.in/
2022,JSSATE Bangalore,ECE,1,3,39491,https://jssateb.ac.in/
2024,Don Bosco Institute of Technology,CSE,3A,1,99532,https://dbit.ac.in/
2024,AIT Chikmagalur,ISE,1,2,96061,https://aitchikmagalur.edu.in/
2023,Siddaganga Institute,EEE,1,2,21203,https://sit.ac.in/
2021,T John Institute of Technology,ISE,3A,2,122301,https://tjohncollege.edu.in/
2023,CMRIT,MECH,3B,3,69048,https://cmrit.ac.in/
2022,Alliance University,EEE,3A,1,95773,https://alliance.edu.in/
2023,PESIT RR,ISE,3B,1,36265,https://pes.edu/
2024,Vidya Jyothi Institute,MECH,3B,3,141172,https://vji.ac.in/
2024,Sapthagiri College of Engineering,MECH,2A,1,69687,https://sapthagiri.edu.in/
2021,Vidyavardhaka College,EEE,2A,2,77288,https://vvc.ac.in/
2021,Sapthagiri College of Engineering,EEE,ST,1,97478,https://sapthagiri.edu.in/
2022,PESIT South,ECE,ST,1,62211,https://pes.edu/
2021,Vidyavardhaka College,MECH,3A,1,80907,https://vvc.ac.in/
2023,MSRIT,EEE,SC,1,11360,https://www.msrit.edu/
2021,East Point College of Engineering,ISE,GM,2,59751,https://epce.edu.in/
2024,UVCE,CSE,2A,1,11927,https://uvce.ac.in/
2022,Alliance University,EEE,GM,3,89742,https://alliance.edu.in/
2024,Sri Venkateshwara College of Engineering,ISE,GM,1,74588,https://svce.edu.in/
2022,AMC Engineering College,MECH,3A,2,144714,https://amc.edu.in/
2021,CMRIT,MECH,1,3,56899,https://cmrit.ac.in/
2021,MIT Manipal,CSE,2B,3,10542,https://manipal.edu/
2023,Canara Engineering College,ECE,2A,3,78298,https://canaraengineering.in/
2021,PESIT South,EEE,GM,1,43279,https://pes.edu/
2023,Acharya Institute of Technology,CSE,2A,3,46811,https://acharya.ac.in/
2022,BMSIT Bangalore,EEE,3A,2,31906,https://bmsit.ac.in/
2022,Sapthagiri College of Engineering,EEE,SC,3,99452,https://sapthagiri.edu.in/
2021,MSRIT,ISE,GM,2,7209,https://www.msrit.edu/
2024,PESIT RR,EEE,ST,3,56183,https://pes.edu/
2023,KSSEM Bangalore,ISE,ST,3,115679,https://kssem.edu.in/
2022,KLE Tech Hubli,ECE,2A,1,57065,https://kletech.ac.in/
2022,CMRIT,ISE,3A,2,55502,https://cmrit.ac.in/
2021,T John Institute of Technology,CSE,ST,1,140110,https://tjohncollege.edu.in/
2023,Canara Engineering College,CSE,3B,3,80430,https://canaraengineering.in/
2023,Don Bosco Institute of Technology,CSE,3A,3,110749,https://dbit.ac.in/
2024,JSSATE Bangalore,ECE,1,1,36827,https://jssateb.ac.in/
2023,Vidya Vikas Institute,ISE,SC,1,93936,https://vvit.ac.in/
2023,Sri Siddhartha Institute,CSE,1,3,85873,https://ssit.edu.in/
2021,DSCE,EEE,2B,2,28898,https://www.dsce.edu.in/
2022,Vemana Institute of Technology,CSE,SC,3,135047,https://vemanait.edu.in/
2024,Bangalore Institute of Technology North Campus,CSE,2B,2,111294,https://bit.edu.in/
2022,T John Institute of Technology,MECH,ST,2,180614,https://tjohncollege.edu.in/
2023,BMSCE,EEE,2B,3,6441,https://www.bmsce.ac.in/
2021,Oxford College of Engineering,MECH,3B,1,75137,https://oxford.edu.in/
2022,Alliance University,ECE,2B,2,87446,https://alliance.edu.in/
2023,Vidya Vikas Institute,MECH,2B,3,91806,https://vvit.ac.in/
2022,BMSCE,CSE,ST,3,8274,https://www.bmsce.ac.in/
2024,New Horizon College of Engineering,ISE,3B,3,51917,https://newhorizon.edu.in/
2021,Reva University,EEE,ST,1,84972,https://reva.edu.in/
2022,MS Engineering College,ECE,ST,1,150908,https://msengineering.edu.in/
2024,PESIT South,ECE,ST,3,72196,https://pes.edu/
2024,Vidya Vikas Institute,EEE,2B,2,86504,https://vvit.ac.in/
2022,BNMIT,MECH,ST,1,56978,https://bnmit.org/
2023,Alliance University,EEE,SC,3,131789,https://alliance.edu.in/
2021,Acharya Institute of Technology,CSE,2B,2,47670,https://acharya.ac.in/
2021,DSCE,MECH,3B,1,30383,https://www.dsce.edu.in/
2024,BMSIT Bangalore,ECE,3A,2,32578,https://bmsit.ac.in/
2024,Oxford College of Engineering,ECE,GM,1,55964,https://oxford.edu.in/
2024,Sri Venkateshwara College of Engineering,MECH,2A,2,102461,https://svce.edu.in/
2023,SJCE Mysore,MECH,GM,3,16567,https://sjce.ac.in/
2024,CMRIT,ISE,2B,3,55970,https://cmrit.ac.in/
2022,Don Bosco Institute of Technology,CSE,3B,3,115547,https://dbit.ac.in/
2023,CMR University School of Engineering,ECE,SC,2,124230,https://cmr.edu.in/
2024,BMSIT Bangalore,ISE,GM,2,25488,https://bmsit.ac.in/
2021,New Horizon College of Engineering,ISE,SC,3,56858,https://newhorizon.edu.in/
2021,Dayananda Sagar Academy,ECE,1,1,107270,https://dsacademy.edu.in/
2021,Canara Engineering College,ISE,SC,1,90826,https://canaraengineering.in/
2022,MIT Manipal,ECE,3B,2,12420,https://manipal.edu/
2023,SJCE Mysore,EEE,ST,1,22645,https://sjce.ac.in/
2022,CMRIT,CSE,2A,3,49376,https://cmrit.ac.in/
2021,Vidya Jyothi Institute,CSE,1,1,90150,https://vji.ac.in/
2024,Vidyavardhaka College,ISE,GM,1,59109,https://vvc.ac.in/
2021,Oxford College of Engineering,MECH,3B,3,79943,https://oxford.edu.in/
2024,SJCE Mysore,MECH,3B,2,19847,https://sjce.ac.in/
2021,Don Bosco Institute of Technology,EEE,3A,2,123523,https://dbit.ac.in/
2021,Alliance University,EEE,1,2,84690,https://alliance.edu.in/
2023,BIT Bangalore,MECH,GM,1,22877,https://bit-bangalore.edu.in/
2022,Global Academy of Technology,CSE,2B,2,75395,https://gat.ac.in/
2021,East Point College of Engineering,EEE,2A,1,70449,https://epce.edu.in/
2021,Siddaganga Institute,EEE,1,1,20790,https://sit.ac.in/
2024,Adichunchanagiri Institute,EEE,GM,2,88820,https://acoe.edu.in/
2021,Sri Siddhartha Institute,ISE,3B,1,102061,https://ssit.edu.in/
2024,Vidya Vikas Institute,ISE,SC,3,103673,https://vvit.ac.in/
2024,NIE Mysore,CSE,3A,1,16552,https://nie.ac.in/
2021,East Point College of Engineering,MECH,3B,3,91000,https://epce.edu.in/
2023,BNMIT,CSE,ST,2,47277,https://bnmit.org/
2024,Acharya Institute of Technology,CSE,ST,2,64367,https://acharya.ac.in/
2023,KSIT,CSE,GM,1,49343,https://ksit.edu.in/
2021,Adichunchanagiri Institute,MECH,ST,3,159827,https://acoe.edu.in/
2022,BMSCE,EEE,3A,3,6757,https://www.bmsce.ac.in/
2022,JSSATE Bangalore,ECE,SC,3,52975,https://jssateb.ac.in/
2024,Presidency University,ECE,SC,2,118125,https://presidencyuniversity.in/
2023,NIE Mysore,ECE,GM,1,16366,https://nie.ac.in/
2023,JSSATE Bangalore,EEE,3B,3,48993,https://jssateb.ac.in/
2024,MSRIT,ECE,SC,3,11930,https://www.msrit.edu/
2022,UVCE,ISE,2B,3,14355,https://uvce.ac.in/
2023,Adichunchanagiri Institute,ISE,ST,2,137503,https://acoe.edu.in/
2023,MIT Manipal,ISE,1,1,9690,https://manipal.edu/
2023,NIE Mysore,EEE,ST,2,29124,https://nie.ac.in/
2022,Global Academy of Technology,ISE,2B,3,80856,https://gat.ac.in/
2022,T John Institute of Technology,CSE,ST,1,143981,https://tjohncollege.edu.in/
2023,MIT Manipal,ISE,2B,1,10323,https://manipal.edu/
2022,Canara Engineering College,CSE,1,3,66367,https://canaraengineering.in/
2022,UVCE,ECE,2B,1,13891,https://uvce.ac.in/
2022,East Point College of Engineering,EEE,2B,1,69978,https://epce.edu.in/
2023,Vidyavardhaka College,ECE,3A,2,81017,https://vvc.ac.in/
2021,KSIT,ECE,2B,1,60944,https://ksit.edu.in/
2024,MVJ College of Engineering,EEE,SC,1,73527,https://mvjce.edu.in/
2022,MSRIT,MECH,ST,1,12479,https://www.msrit.edu/
2024,T John Institute of Technology,ISE,2A,1,102104,https://tjohncollege.edu.in/
2021,DSCE,ISE,ST,2,34978,https://www.dsce.edu.in/
2022,JSS Science & Technology,EEE,3B,1,143525,https://jssstuniv.in/
2022,Sri Siddhartha Institute,EEE,3B,1,107907,https://ssit.edu.in/
2023,BMSCE,CSE,SC,3,7386,https://www.bmsce.ac.in/
2022,BMSIT Bangalore,MECH,2B,1,32315,https://bmsit.ac.in/
2021,Vemana Institute of Technology,CSE,2B,1,91790,https://vemanait.edu.in/
2021,Vidyavardhaka College,CSE,GM,3,63053,https://vvc.ac.in/
2021,Adichunchanagiri Institute,ISE,2A,2,96049,https://acoe.edu.in/
2024,NIE Mysore,CSE,1,1,14926,https://nie.ac.in/
2023,Vidya Jyothi Institute,MECH,ST,3,173838,https://vji.ac.in/
2024,JSS Science & Technology,ECE,ST,2,176418,https://jssstuniv.in/
2022,KSIT,ISE,3A,1,63736,https://ksit.edu.in/
2022,Acharya Institute of Technology,CSE,3A,3,50788,https://acharya.ac.in/
2022,Reva University,EEE,2B,3,62861,https://reva.edu.in/
2024,BMSCE,MECH,SC,1,7954,https://www.bmsce.ac.in/
2023,MS Engineering College,EEE,ST,1,151261,https://msengineering.edu.in/
2022,Vidya Jyothi Institute,MECH,ST,2,167565,https://vji.ac.in/
2024,KLE Tech Hubli,EEE,ST,3,94543,https://kletech.ac.in/
2021,T John Institute of Technology,MECH,SC,1,168524,https://tjohncollege.edu.in/
2023,Alliance University,EEE,GM,3,83648,https://alliance.edu.in/
2023,BIT Bangalore,ECE,2A,2,23921,https://bit-bangalore.edu.in/
2022,JSSATE Bangalore,ECE,2A,2,37197,https://jssateb.ac.in/
2023,CMRIT,CSE,SC,3,66007,https://cmrit.ac.in/
2024,RNSIT,MECH,2A,1,31447,https://rnsit.ac.in/
2023,T John Institute of Technology,ECE,1,2,113080,https://tjohncollege.edu.in/
2023,MIT Manipal,ISE,3A,2,10762,https://manipal.edu/
2024,Adichunchanagiri Institute,ISE,2B,1,89498,https://acoe.edu.in/
2023,Canara Engineering College,ISE,2A,1,65117,https://canaraengineering.in/
2023,DSCE,MECH,1,1,26082,https://www.dsce.edu.in/
2021,UVCE,CSE,2A,1,11042,https://uvce.ac.in/
2023,AIT Chikmagalur,EEE,SC,1,132054,https://aitchikmagalur.edu.in/
2022,PESIT RR,EEE,1,2,32654,https://pes.edu/
2024,Oxford College of Engineering,EEE,1,1,63241,https://oxford.edu.in/
2022,MSRIT,ECE,ST,1,11176,https://www.msrit.edu/
2021,Bangalore Institute of Technology North Campus,EEE,SC,3,182023,https://bit.edu.in/
2021,Vemana Institute of Technology,MECH,SC,1,141509,https://vemanait.edu.in/
2021,Vidya Jyothi Institute,ECE,3A,1,114961,https://vji.ac.in/
2022,East Point College of Engineering,EEE,1,1,65433,https://epce.edu.in/
2022,Adichunchanagiri Institute,ECE,3B,2,106690,https://acoe.edu.in/
2022,KSIT,EEE,2B,2,64433,https://ksit.edu.in/
2021,RNSIT,CSE,3A,2,31696,https://rnsit.ac.in/
2022,BNMIT,ISE,GM,2,29897,https://bnmit.org/
2024,UVCE,CSE,ST,1,17530,https://uvce.ac.in/
2021,Presidency University,EEE,3B,2,101286,https://presidencyuniversity.in/
2021,MS Engineering College,ISE,1,3,99282,https://msengineering.edu.in/
2022,Oxford College of Engineering,MECH,2B,1,67803,https://oxford.edu.in/
2023,Alliance University,EEE,3B,3,107957,https://alliance.edu.in/
2024,AIT Chikmagalur,EEE,2A,3,109053,https://aitchikmagalur.edu.in/
2021,T John Institute of Technology,EEE,GM,1,104830,https://tjohncollege.edu.in/
2022,Global Academy of Technology,EEE,3B,2,91356,https://gat.ac.in/
2022,MIT Manipal,EEE,2B,2,12246,https://manipal.edu/
2022,RNSIT,ECE,2A,2,30439,https://rnsit.ac.in/
2024,AIT Chikmagalur,ECE,3B,3,120644,https://aitchikmagalur.edu.in/
2023,AMC Engineering College,ISE,GM,3,107942,https://amc.edu.in/
2021,UVCE,ECE,SC,3,18890,https://uvce.ac.in/
2024,East Point College of Engineering,ISE,ST,1,95725,https://epce.edu.in/
2021,MS Engineering College,CSE,GM,2,87008,https://msengineering.edu.in/
